"Sample.ID","Date","Batch","CRM.TA","CRM.Sal","Acid.Conc","Dens.Funct","HCL.Bottle","Mass","TA.Mes","Per.Off","TA.Corr"
"20170409_CRM",20170409,"Batch151",2225.56,33.345,0.10194,"1.0288-((1.1081x10^-4)*(T))-4.00x10^-6*(T^2)","Bottle Titrant-A1-06","57.317",2223.96093757059,-0.0718498907874858,1.59906242940997
